report_component_id,component_type,section_id,catalogue_item_id,source_artifact_id,source_field_path,source_sha256
RPT-T13.row.114,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.115,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-LOBULATION,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.116,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-MALIGNANCY,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.117,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-MARGIN,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.118,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-SPHERICITY,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.119,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-SPICULATION,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.120,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-SUBTLETY,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.121,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-TEXTURE,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.122,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-CALCIFICATION,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.123,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.124,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-LOBULATION,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.125,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-MALIGNANCY,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.126,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-MARGIN,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.127,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-SPHERICITY,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.128,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-SPICULATION,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.129,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-SUBTLETY,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.130,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-TEXTURE,ART-P9-SPATIAL,models.standard_cbm.folds[3].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.131,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-CALCIFICATION,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.132,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.133,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-LOBULATION,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.134,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-MALIGNANCY,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.135,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-MARGIN,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.136,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-SPHERICITY,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.137,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-SPICULATION,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.138,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-SUBTLETY,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.139,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-TEXTURE,ART-P9-SPATIAL,models.standard_cbm.folds[4].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.0,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-BLACKBOX-MALIGNANCY,ART-P9-SPATIAL,models.blackbox.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.1,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-BLACKBOX-MALIGNANCY,ART-P9-SPATIAL,models.blackbox.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.2,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-BLACKBOX-POOLED,ART-P9-SPATIAL,models.blackbox.pooled_all_targets,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.3,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-BLACKBOX-POOLED,ART-P9-SPATIAL,models.blackbox.pooled_all_targets,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.4,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-CALCIFICATION,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.5,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-CALCIFICATION,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.6,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.7,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.8,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-LOBULATION,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.9,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-LOBULATION,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.10,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-MALIGNANCY,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.11,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-MALIGNANCY,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.12,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-MARGIN,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.13,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-MARGIN,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.14,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-POOLED,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_all_targets,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.15,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-POOLED,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_all_targets,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.16,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-SPHERICITY,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.17,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-SPHERICITY,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.18,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-SPICULATION,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.19,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-SPICULATION,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.20,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-SUBTLETY,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.21,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-SUBTLETY,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.22,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-TEXTURE,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.23,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-LEARNED_SOFTMAX_GAM-TEXTURE,ART-P9-SPATIAL,models.learned_softmax_gam.pooled_targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.24,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-CALCIFICATION,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.25,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-CALCIFICATION,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.26,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.27,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.28,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-LOBULATION,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.29,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-LOBULATION,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.30,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-MALIGNANCY,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.31,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-MALIGNANCY,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.32,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-MARGIN,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.33,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-MARGIN,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.34,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-POOLED,ART-P9-SPATIAL,models.mixed_cem.pooled_all_targets,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.35,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-POOLED,ART-P9-SPATIAL,models.mixed_cem.pooled_all_targets,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.36,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SPHERICITY,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.37,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SPHERICITY,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.38,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SPICULATION,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.39,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SPICULATION,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.40,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SUBTLETY,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.41,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SUBTLETY,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.42,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-TEXTURE,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.43,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-TEXTURE,ART-P9-SPATIAL,models.mixed_cem.pooled_targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.44,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-CALCIFICATION,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.45,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-CALCIFICATION,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.46,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.47,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.48,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-LOBULATION,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.49,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-LOBULATION,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.50,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-MALIGNANCY,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.51,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-MALIGNANCY,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.52,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-MARGIN,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.53,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-MARGIN,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.54,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-POOLED,ART-P9-SPATIAL,models.standard_cbm.pooled_all_targets,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.55,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-POOLED,ART-P9-SPATIAL,models.standard_cbm.pooled_all_targets,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.56,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SPHERICITY,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.57,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SPHERICITY,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.58,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SPICULATION,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.59,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SPICULATION,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.60,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SUBTLETY,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.61,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SUBTLETY,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.62,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-TEXTURE,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T14.row.63,table_row,SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-TEXTURE,ART-P9-SPATIAL,models.standard_cbm.pooled_targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-F07,figure,SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD0-MALIGNANCY,ART-P9-SPATIAL,models.blackbox.folds[0].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-F07,figure,SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD1-MALIGNANCY,ART-P9-SPATIAL,models.blackbox.folds[1].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-F07,figure,SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD2-MALIGNANCY,ART-P9-SPATIAL,models.blackbox.folds[2].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-F07,figure,SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD3-MALIGNANCY,ART-P9-SPATIAL,models.blackbox.folds[3].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-F07,figure,SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD4-MALIGNANCY,ART-P9-SPATIAL,models.blackbox.folds[4].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-F07,figure,SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-POOLED-MALIGNANCY,ART-P9-SPATIAL,models.blackbox.pooled_targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-F07,figure,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-MALIGNANCY,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-F07,figure,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SUBTLETY,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
