model,scope,fold,target,quantity,sample_count,saliency_mean,saliency_sd,saliency_median,saliency_minus_random_mean,saliency_greater_than_random_rate
Standard CBM,fold_target,2,internalStructure,output_sensitivity,530,0.17509293286305552,0.15988130750668864,0.13752329349517822,-1.1123815343458696,0.09811320754716982
Standard CBM,fold_target,2,internalStructure,error_increase,530,0.06677790047987452,0.22750885617077585,0.04765677452087402,-0.16222590756303856,0.5490566037735849
Standard CBM,fold_target,2,lobulation,output_sensitivity,452,0.15437619357814897,0.17691426290302464,0.10086429119110107,-1.2823918156494774,0.01991150442477876
Standard CBM,fold_target,2,lobulation,error_increase,452,-0.13984185665540924,0.18860375500137846,-0.08855873346328735,1.200946957256046,0.9292035398230089
Standard CBM,fold_target,2,malignancy,output_sensitivity,456,0.021610463250493796,0.02296690104868273,0.015444241464138031,-0.21989976835290068,0.006578947368421052
Standard CBM,fold_target,2,malignancy,error_increase,456,0.00442017020646766,0.028782529433852577,7.283687591552734e-05,-0.14655820692600735,0.19736842105263158
Standard CBM,fold_target,2,margin,output_sensitivity,529,0.1580053255303511,0.1748840738633394,0.10326099395751953,-0.9484180407093341,0.05671077504725898
Standard CBM,fold_target,2,margin,error_increase,529,-0.013913811756052644,0.21581729185407597,-0.0025137662887573242,-0.43339970995371,0.34782608695652173
Standard CBM,fold_target,2,sphericity,output_sensitivity,538,0.0899434109602719,0.09715991402297618,0.05983459949493408,-0.37670378530031023,0.10966542750929369
Standard CBM,fold_target,2,sphericity,error_increase,538,-0.04097038913227369,0.12117713229077368,-0.014070101082324982,-0.05508932030980178,0.48141263940520446
Standard CBM,fold_target,2,spiculation,output_sensitivity,530,0.24873728888847355,0.19479703474852286,0.21653735637664795,-2.121975345294923,0.0018867924528301887
Standard CBM,fold_target,2,spiculation,error_increase,530,-0.23250768480927878,0.21295417751711018,-0.2055225968360901,1.4583518186049924,0.9358490566037736
Standard CBM,fold_target,2,subtlety,output_sensitivity,534,0.21865526790824835,0.23525444863889125,0.13314610719680786,-2.3129462755867713,0.018726591760299626
Standard CBM,fold_target,2,subtlety,error_increase,534,0.013697587261755443,0.2610867583630186,0.0,-1.969580780703821,0.14606741573033707
Standard CBM,fold_target,2,texture,output_sensitivity,529,0.24332583461851162,0.27007045578517963,0.1470963954925537,-1.767524551719582,0.054820415879017016
Standard CBM,fold_target,2,texture,error_increase,529,-0.05666655810020522,0.3329710796570388,-0.014998316764831543,-1.4924328994840996,0.21550094517958412
Standard CBM,fold_target,3,calcification,output_sensitivity,548,0.09076566249132156,0.08732510812009314,0.07012903690338135,-1.1445523179144503,0.040145985401459854
Standard CBM,fold_target,3,calcification,error_increase,548,0.016316991924804493,0.12384769843938288,0.02269303798675537,0.7107320391782261,0.843065693430657
Standard CBM,fold_target,3,internalStructure,output_sensitivity,538,0.11027058770665449,0.08503358045159101,0.09364032745361328,-1.0258516210494877,0.02973977695167286
Standard CBM,fold_target,3,internalStructure,error_increase,538,-0.10442859421875397,0.09211395674425785,-0.09182190895080566,0.8696869764961717,0.8847583643122676
Standard CBM,fold_target,3,lobulation,output_sensitivity,549,0.22879840697557113,0.20784452235688852,0.1846989393234253,-1.262366211453524,0.0
Standard CBM,fold_target,3,lobulation,error_increase,549,-0.22571088368911127,0.21119340305180628,-0.1846989393234253,1.2650394378547203,0.9981785063752276
Standard CBM,fold_target,3,malignancy,output_sensitivity,535,0.024141189038196457,0.022137382626799353,0.01680949330329895,-0.2877850595186247,0.005607476635514018
Standard CBM,fold_target,3,malignancy,error_increase,535,0.003958618009573204,0.030700818974303615,0.0010889768600463867,-0.19834168219724177,0.16448598130841122
Standard CBM,fold_target,3,margin,output_sensitivity,549,0.16186000688683466,0.13537201095767754,0.13725334405899048,-0.7499950653016703,0.023679417122040074
Standard CBM,fold_target,3,margin,error_increase,549,-0.09233060389028837,0.18185770395568235,-0.08929372578859329,-0.07032106421982873,0.46265938069216755
Standard CBM,fold_target,3,sphericity,output_sensitivity,549,0.17164853767225544,0.12439891549563498,0.15910804271697998,-0.8301589023869803,0.0036429872495446266
Standard CBM,fold_target,3,sphericity,error_increase,549,-0.10520557690870964,0.16839766153595387,-0.09830713272094727,-0.47636510581982566,0.09836065573770492
Standard CBM,fold_target,3,spiculation,output_sensitivity,549,0.18556085074887033,0.18996782140821433,0.11707371473312378,-2.0254595384687075,0.0
Standard CBM,fold_target,3,spiculation,error_increase,549,-0.17598373066287876,0.19887264528638193,-0.11111688613891602,1.7306155464624953,0.9836065573770492
Standard CBM,fold_target,3,subtlety,output_sensitivity,522,0.14043564008820045,0.1185396699332284,0.11836718022823334,-2.069045800804535,0.009578544061302681
Standard CBM,fold_target,3,subtlety,error_increase,522,0.03848283562040858,0.16177949138267114,0.026723500341176987,-1.900656381667274,0.05747126436781609
Standard CBM,fold_target,3,texture,output_sensitivity,549,0.19689078087526593,0.18066602955944314,0.15033769607543945,-0.5645835226920785,0.1621129326047359
Standard CBM,fold_target,3,texture,error_increase,549,-0.07246034618627686,0.24620164312640833,-0.0644683837890625,-0.4285860540559058,0.28415300546448086
Standard CBM,fold_target,4,calcification,output_sensitivity,405,0.22274444119797812,0.2897375617407459,0.11545276641845703,-0.8641867345810672,0.1037037037037037
Standard CBM,fold_target,4,calcification,error_increase,405,0.040791886106685354,0.36155052597485104,0.0,0.5770110428314885,0.7728395061728395
Standard CBM,fold_target,4,internalStructure,output_sensitivity,555,0.11902370925422187,0.12436685896546629,0.07896852493286133,-1.1712667419781555,0.02882882882882883
Standard CBM,fold_target,4,internalStructure,error_increase,555,-0.03497422235506075,0.16855433172786896,-0.011364936828613281,1.1459628795825683,0.8954954954954955
Standard CBM,fold_target,4,lobulation,output_sensitivity,563,0.14042972143719612,0.1406269729062216,0.0915977954864502,-0.9551543014957761,0.0017761989342806395
Standard CBM,fold_target,4,lobulation,error_increase,563,-0.1347875947274969,0.14604368003878745,-0.09113717079162598,0.949485397178298,0.9964476021314387
Standard CBM,fold_target,4,malignancy,output_sensitivity,560,0.019145900702902247,0.022112540755372886,0.01230388879776001,-0.16067908490874938,0.0
Standard CBM,fold_target,4,malignancy,error_increase,560,0.003013813194064868,0.026570191080034,0.0011913776397705078,-0.09428101087077742,0.2571428571428571
Standard CBM,fold_target,4,margin,output_sensitivity,564,0.14807749308764617,0.16449097891038497,0.09265394508838654,-1.034388468795248,0.015957446808510637
Standard CBM,fold_target,4,margin,error_increase,564,-0.11759688315283391,0.18299573078377715,-0.05576157569885254,-0.25063843570226346,0.34397163120567376
Standard CBM,fold_target,4,sphericity,output_sensitivity,564,0.11940173080838318,0.129225633131917,0.07220929861068726,-0.28953988730943764,0.09042553191489362
Standard CBM,fold_target,4,sphericity,error_increase,564,-0.08195220763810489,0.14901754698874142,-0.035928934812545776,0.06527101256335309,0.5904255319148937
Standard CBM,fold_target,4,spiculation,output_sensitivity,564,0.13548330078231738,0.13587122139162577,0.09718620777130127,-1.6390616173320944,0.0
Standard CBM,fold_target,4,spiculation,error_increase,564,-0.13001733824795653,0.14110723311983273,-0.09681999683380127,1.3292648598051962,0.9822695035460993
Standard CBM,fold_target,4,subtlety,output_sensitivity,563,0.08964018238506563,0.09967771789303274,0.05954575538635254,-1.0808316035631242,0.021314387211367674
Standard CBM,fold_target,4,subtlety,error_increase,563,0.0077689936447418815,0.12683400966624123,0.0,-0.871689163716295,0.1882770870337478
Standard CBM,fold_target,4,texture,output_sensitivity,561,0.2113664828161186,0.19147479671320825,0.15320199728012085,-0.7460305321898557,0.0944741532976827
Standard CBM,fold_target,4,texture,error_increase,561,-0.11149423546641976,0.2556552113127209,-0.10312938690185547,-0.20418068468559641,0.42245989304812837
Standard CBM,pooled_target,,calcification,output_sensitivity,1938,0.1580328139811908,0.2241081564800619,0.0841822624206543,-0.9778661081932571,0.08823529411764706
Standard CBM,pooled_target,,calcification,error_increase,1938,0.05747169160483053,0.2669900338554057,0.017374277114868164,0.5892568154064508,0.7920536635706914
Standard CBM,pooled_target,,internalStructure,output_sensitivity,2506,0.14547614107489681,0.1381647695979631,0.10557210445404053,-0.9901347980878399,0.05985634477254589
Standard CBM,pooled_target,,internalStructure,error_increase,2506,-0.06377806324817996,0.19022399908637358,-0.05110597610473633,0.5755097930788614,0.7549880287310455
Standard CBM,pooled_target,,lobulation,output_sensitivity,2545,0.19053272025107107,0.19227518475457897,0.13085603713989258,-1.2619240040269502,0.006286836935166994
Standard CBM,pooled_target,,lobulation,error_increase,2545,-0.1810522056343894,0.20122607563827452,-0.1271352767944336,1.1908254524676913,0.9795677799607073
